id,ECO_NAME,feature_x,feature_y,BIOME ID,Carbon Storage Trees - kg per Tree,Carbon Storage Rooftops - kg per m2^2,Oxygen Trees - kg / tree,Oxygen Rooftops - kg / m2,Carbon Dioxide Cars - kg / car,Urban Cooling Trees - Kelvin / tree,Urban Cooling Rooftops - Kelvin / m2^2
185,Kazakh semi-desert,"62,866,951,524,561,100","46,693,260,434,739,300",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
186,Kazakh semi-desert,"61,628,300,463,827,000","49,791,088,450,430,100",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
187,Kazakh semi-desert,"64,979,736,268,219,200","48,650,008,478,476,500",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
188,Kazakh semi-desert,"52,665,205,191,841,100","49,204,966,414,067,800",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
189,Kazakh semi-desert,"80,963,835,911,403,700","50,095,779,855,480,600",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
190,Kazakh semi-desert,"61,638,648,394,536,500","47,646,706,267,033,100",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
191,Kazakh semi-desert,"61,553,683,358,268,400","46,927,574,079,264,800",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
192,Kazakh semi-desert,"61,459,321,484,965,800","50,010,119,278,953,200",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
193,West Sudanian savanna,"-11,181,097,502,071,300","14,727,968,571,575,200",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
194,West Sudanian savanna,"-9,476,085,406,052,090","11,887,556,650,240,200",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
195,West Sudanian savanna,"-16,336,751,061,723,200","14,921,557,185,504,500",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
196,West Sudanian savanna,"-7,074,959,952,082,250","14,628,244,510,155,400",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
197,West Sudanian savanna,"11,602,008,977,355,000","12,600,873,660,203,700",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
198,West Sudanian savanna,"9,566,348,593,017,480","12,261,604,471,484,000",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
199,West Sudanian savanna,"-2,051,519,935,803,480","9,717,095,169,569,010",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
200,West Sudanian savanna,"-5,181,045,055,437,710","9,775,135,476,487,190",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
201,West Sudanian savanna,"1,666,566,597,062,400","13,889,178,554,444,100",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
202,West Sudanian savanna,"-9,365,499,585,647,420","14,643,379,325,682,700",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
203,West Sudanian savanna,"12,270,713,138,995,000","10,222,313,003,645,500",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
204,West Sudanian savanna,"9,809,842,601,792,900","9,441,757,583,623,120",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
205,West Sudanian savanna,"-6,647,664,702,227,140","10,727,617,542,830,400",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
206,West Sudanian savanna,"7,537,850,318,875,900","12,844,126,241,093,000",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
207,Canadian Aspen forests and parklands,"-118,034,590,177,126,000","55,853,025,346,242,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
208,Sechura desert,"-73,709,099,750,127,900","-15,767,197,345,531,700",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
209,Sechura desert,"-78,346,358,015,361,600","-9,462,457,783,224,660",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
210,Mato Grosso seasonal forests,"-56,058,678,967,743,400","-8,454,310,747,684,740",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
211,Mato Grosso seasonal forests,"-56,128,533,856,156,300","-8,902,507,680,372,330",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
212,Mato Grosso seasonal forests,"-52,371,769,287,313,000","-9,096,429,714,023,210",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
213,Peruvian Yungas,"-75,734,740,832,058,600","-10,755,944,655,970,500",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
214,Atlantic dry forests,"-43,217,435,197,619,900","-12,708,611,229,959,200",2,0.2,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
215,Arctic foothills tundra,"-158,174,432,631,231,000","69,916,276,584,652,300",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
216,Arctic foothills tundra,"-151,096,194,923,189,000","69,161,018,133,793,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
217,Arctic foothills tundra,"-164,355,091,190,762,000","68,122,556,251,140,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
218,High Arctic tundra,"-85,346,587,722,434,600","74,659,155,441,873,700",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
219,Western Guinean lowland forests,"-12,512,112,863,822,200","8,488,757,643,012,390",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
220,Western Guinean lowland forests,"-7,980,948,342,490,270","6,023,253,577,574,540",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
221,Saharan flooded grasslands,"31,999,773,813,169,800","8,131,252,467,696,120",9,0.5,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
222,Beni savanna,"-64,875,016,239,203,400","-15,044,308,026,500,300",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
223,Bahia interior forests,"-40,432,320,767,492,800","-16,747,094,206,934,300",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
224,Bahia interior forests,"-42,358,482,364,701,400","-21,425,530,168,881,700",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
225,Bahia coastal forests,"-41,651,572,260,742,000","-20,091,029,421,367,500",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
226,Chiquitano dry forests,"-60,178,348,772,933,500","-14,310,730,445,670,100",2,0.2,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
227,Chiquitano dry forests,"-57,812,369,151,943,800","-18,626,508,500,084,600",2,0.2,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
228,Central Andean wet puna,"-70,210,715,431,515,400","-14,158,182,163,738,100",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
229,Central Andean puna,"-71,538,177,471,743,200","-15,637,960,240,326,300",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
230,Bolivian Yungas,"-68,527,780,267,491,700","-14,690,143,362,890,700",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
231,Pantanal,"-55,847,671,121,413,500","-18,588,089,623,611,700",9,0.5,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
232,Central Andean dry puna,"-68,840,750,738,145,200","-26,848,202,375,746,700",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
233,Central Andean dry puna,"-68,070,620,066,447,100","-21,368,590,528,525,900",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
234,Central Andean puna,"-65,876,111,061,906,800","-23,433,268,349,596,800",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
235,Humid Chaco,"-60,313,818,391,808,100","-26,898,591,131,520,600",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
236,Humid Chaco,"-57,333,862,779,782,700","-23,923,836,131,238,300",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
237,Humid Chaco,"-60,562,064,359,863,800","-28,757,193,270,638,900",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
238,Serra do Mar coastal forests,"-49,508,234,766,116,700","-28,445,095,211,975,800",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
239,Chilean matorral,"-71,682,909,965,061,800","-35,378,512,748,815,000",12,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
240,Araucaria moist forests,"-54,355,852,595,878,300","-26,950,629,719,832,600",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
241,Araucaria moist forests,"-51,049,608,977,195,700","-25,626,681,697,402,100",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
242,Southern Andean steppe,"-70,202,596,087,487,700","-35,006,833,947,388,500",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
243,High Monte,"-68,141,694,755,442,900","-30,285,450,519,682,100",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
244,Uruguayan savanna,"-53,185,299,291,366,300","-31,215,991,291,211,600",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
245,Uruguayan savanna,"-55,999,551,464,101,700","-33,728,519,596,346,100",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
246,Uruguayan savanna,"-57,085,560,364,679,000","-31,092,659,654,071,400",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
247,Espinal,"-58,046,971,959,937,300","-29,526,542,056,900,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
248,Espinal,"-65,436,099,284,261,400","-35,303,786,524,196,500",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
249,Espinal,"-62,220,552,857,171,100","-31,067,752,176,379,800",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
250,Low Monte,"-67,250,161,712,313,700","-43,451,488,268,317,000",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
251,Low Monte,"-68,052,903,415,948,800","-39,471,922,459,899,400",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
252,Low Monte,"-69,050,230,149,827,000","-34,267,336,082,973,300",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
253,Low Monte,"-63,745,012,583,970,300","-41,094,396,289,177,100",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
254,Humid Pampas,"-59,605,660,236,624,000","-37,399,131,705,591,500",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
255,Humid Pampas,"-63,501,456,945,364,400","-36,915,587,947,473,800",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
256,Humid Pampas,"-61,481,369,344,771,800","-37,544,279,575,154,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
257,Humid Pampas,"-61,488,012,337,943,200","-34,037,501,481,147,400",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
258,Valdivian temperate forests,"-72,182,705,266,631,200","-41,579,053,847,888,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
259,Valdivian temperate forests,"-72,619,407,992,568,000","-43,293,617,498,738,300",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
260,Patagonian steppe,"-67,502,737,405,244,800","-48,336,350,409,630,800",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
261,Patagonian steppe,"-70,402,910,143,541,400","-50,144,665,103,035,200",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
262,Patagonian steppe,"-68,449,271,099,602,500","-47,871,342,117,293,700",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
263,Patagonian steppe,"-70,660,829,217,836,000","-51,378,798,816,236,800",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
264,Patagonian steppe,"-68,904,718,236,669,100","-44,942,044,544,473,000",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
265,Patagonian steppe,"-67,631,377,470,732,600","-46,781,044,440,248,900",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
266,Magellanic subpolar forests,"-74,146,104,014,751,600","-47,774,248,417,618,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
267,Cherskii-Kolyma mountain tundra,"146,962,621,487,212,000","64,546,690,379,200,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
268,Kopet Dag woodlands and forest steppe,"60,835,834,446,384,400","36,550,461,919,148,500",10,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
269,Caspian Hyrcanian mixed forests,"55,874,953,384,802,800","37,348,993,912,288,900",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
270,Great Lakes Basin desert steppe,"95,992,983,626,016,500","45,960,971,975,278,100",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
271,Great Lakes Basin desert steppe,"95,768,480,539,835,500","50,093,504,863,785,600",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
272,West Saharan montane xeric woodlands,"10,511,278,377,549,000","24,668,928,586,107,500",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
273,West Saharan montane xeric woodlands,"11,201,638,255,284,200","23,310,413,386,086,700",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
274,South China-Vietnam subtropical evergreen forests,"116,451,715,906,532,000","23,358,617,358,704,400",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
275,South China-Vietnam subtropical evergreen forests,"108,383,512,379,768,000","22,929,170,515,238,100",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
276,South Deccan Plateau dry deciduous forests,"78,381,987,581,171,200","11,617,139,692,732,500",2,0.2,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
277,Kalaallit Nunaat high arctic tundra,"-28,043,950,118,125,900","71,053,883,794,379,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
278,Kalaallit Nunaat high arctic tundra,"-22,372,584,854,284,100","78,594,001,623,805,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
279,Kalaallit Nunaat high arctic tundra,"-23,684,280,210,665,600","71,060,397,879,652,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
280,Kalaallit Nunaat high arctic tundra,"-21,549,879,335,850,300","78,582,883,634,831,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
281,High Arctic tundra,"-117,112,771,875,442,000","76,539,626,725,611,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
282,High Arctic tundra,"-98,702,456,786,906,200","76,255,826,126,593,300",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
283,Chukchi Peninsula tundra,"179,076,453,458,768,000","67,220,314,449,786,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
284,Chukchi Peninsula tundra,"171,672,740,102,107,000","69,326,581,873,409,700",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
285,Chukchi Peninsula tundra,"170,557,465,116,578,000","66,694,374,678,330,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
286,Chukchi Peninsula tundra,"177,032,472,092,435,000","67,294,799,977,522,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
287,Kola Peninsula tundra,"38,184,660,266,461,400","67,672,670,568,841,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
288,Scandinavian and Russian taiga,"33,900,774,158,880,500","66,854,739,211,545,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
289,Scandinavian and Russian taiga,"25,101,108,887,441,500","61,569,034,456,723,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
290,Scandinavian and Russian taiga,"32,413,313,806,193,100","62,775,022,920,101,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
291,Scandinavian and Russian taiga,"50,142,584,859,399,600","63,295,857,203,119,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
292,Scandinavian and Russian taiga,"27,624,762,605,781,200","61,299,233,462,781,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
293,Scandinavian and Russian taiga,"29,697,585,578,749,900","65,745,260,669,271,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
294,Scandinavian and Russian taiga,"15,083,846,878,374,900","61,381,810,778,715,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
295,Scandinavian and Russian taiga,"12,071,617,272,124,100","60,873,369,969,078,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
296,Scandinavian and Russian taiga,"39,576,131,138,469,800","58,675,848,757,080,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
297,Scandinavian and Russian taiga,"30,929,021,313,384,200","67,616,005,348,049,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
298,Scandinavian and Russian taiga,"54,088,691,309,668,100","57,603,821,201,170,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
299,Scandinavian and Russian taiga,"26,898,559,318,083,300","66,561,968,626,599,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
300,Scandinavian and Russian taiga,"14,405,565,993,838,500","60,411,316,819,403,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
301,Scandinavian and Russian taiga,"48,551,456,241,582,800","65,856,859,538,740,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
302,Scandinavian and Russian taiga,"55,154,277,551,868,500","64,363,691,634,823,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
303,Scandinavian and Russian taiga,"55,152,963,356,421,800","57,784,137,571,588,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
304,Scandinavian and Russian taiga,"17,901,021,478,901,500","64,290,803,083,885,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
305,Scandinavian and Russian taiga,"32,464,869,328,491,900","63,169,121,044,816,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
306,Scandinavian and Russian taiga,"28,608,241,142,411,000","61,539,955,463,195,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
307,Scandinavian and Russian taiga,"31,967,866,792,398,200","67,398,781,462,202,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
308,Scandinavian and Russian taiga,"27,426,217,335,750,800","65,836,308,476,091,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
309,Scandinavian and Russian taiga,"40,464,537,517,149,600","60,163,132,516,718,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
310,Scandinavian and Russian taiga,"41,916,038,186,257,000","63,147,701,968,355,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
311,Scandinavian and Russian taiga,"40,647,679,295,178,800","62,093,726,094,740,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
312,Scandinavian and Russian taiga,"32,928,599,335,235,100","67,552,095,262,813,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
313,Scandinavian and Russian taiga,"37,669,146,735,014,100","64,632,494,489,610,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
314,Scandinavian and Russian taiga,"38,281,542,277,853,300","58,917,924,672,523,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
315,Scandinavian and Russian taiga,"42,900,922,218,518,200","63,948,796,991,927,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
316,Scandinavian and Russian taiga,"31,948,078,204,763,100","64,613,555,407,293,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
317,Scandinavian and Russian taiga,"41,371,503,696,466,900","58,196,222,378,963,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
318,Scandinavian and Russian taiga,"49,608,248,388,016,500","58,752,274,734,701,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
319,Scandinavian and Russian taiga,"51,693,497,806,645,600","61,153,473,935,807,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
320,Scandinavian and Russian taiga,"8,949,742,223,061,630","59,701,859,793,794,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
321,Scandinavian and Russian taiga,"21,291,295,684,950,300","67,455,750,387,103,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
322,Scandinavian and Russian taiga,"16,402,147,984,836,700","65,679,597,530,274,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
323,Scandinavian and Russian taiga,"37,145,578,926,546,000","57,288,113,666,149,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
324,Scandinavian and Russian taiga,"26,817,820,300,025,100","61,946,338,006,457,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
325,Scandinavian and Russian taiga,"30,467,816,795,971,200","65,499,971,990,979,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
326,Middle Arctic tundra,"-86,667,532,631,621,900","66,142,573,476,672,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
327,Middle Arctic tundra,"-91,369,334,127,914,900","64,499,605,946,189,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
328,Middle Arctic tundra,"-89,011,801,279,426,000","66,820,598,630,214,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
329,Middle Arctic tundra,"-88,556,296,222,103,900","64,500,957,896,548,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
330,Middle Arctic tundra,"-90,517,261,341,225,500","66,834,518,941,115,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
331,Middle Arctic tundra,"-94,863,680,428,502,600","69,577,781,220,571,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
332,JapurÃ¡-Solimoes-Negro moist forests,"-61,696,689,066,324,400","-2,397,974,290,192,930",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
333,JapurÃ¡-Solimoes-Negro moist forests,"-70,638,205,090,847,300","1,150,683,157,548,330",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
334,SolimÃµes-JapurÃ¡ moist forests,"-71,640,979,407,227,300","-1,974,041,355,137,820",1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
335,Kalaallit Nunaat high arctic tundra,"-29,220,320,612,535,200","83,481,967,312,268,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
336,Kalaallit Nunaat high arctic tundra,"-38,452,581,293,410,300","82,227,982,519,188,700",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
337,Kalaallit Nunaat high arctic tundra,"-21,706,669,324,313,500","79,822,210,841,981,500",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
338,Kalaallit Nunaat high arctic tundra,"-14,448,983,080,347,800","81,629,745,669,864,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
339,Kalaallit Nunaat high arctic tundra,"-23,293,891,887,204,300","82,552,188,495,067,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
340,Kalaallit Nunaat high arctic tundra,"-22,682,841,848,477,000","80,808,213,593,817,500",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
341,Kalaallit Nunaat high arctic tundra,"-46,600,266,145,799,500","81,854,887,633,115,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
342,High Arctic tundra,"-73,058,147,548,808,800","81,233,987,737,488,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
343,High Arctic tundra,"-69,303,122,964,455,900","81,284,173,868,092,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
344,Rock and Ice,"-76,219,138,321,601,300","82,459,686,120,408,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
345,Rock and Ice,"-81,151,456,036,769,300","81,526,822,937,876,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
346,High Arctic tundra,"-87,194,971,744,109,400","81,679,554,360,890,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
347,Rock and Ice,"-50,761,702,528,225,600","66,052,066,410,408,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
348,Rock and Ice,"-50,876,869,407,072,300","71,700,699,858,579,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
349,Rock and Ice,"-54,365,790,065,190,000","73,889,340,181,556,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
350,Rock and Ice,"-33,396,441,932,431,600","70,452,440,280,888,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
351,Rock and Ice,"-45,121,816,073,716,600","73,473,552,836,567,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
352,Rock and Ice,"-55,920,470,668,055,500","79,199,469,825,415,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
353,Rock and Ice,"-47,017,525,873,543,100","77,538,704,734,302,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
354,Rock and Ice,"-54,951,545,059,238,400","75,712,836,222,802,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
355,Rock and Ice,"-49,243,393,783,941,300","69,673,837,786,819,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
356,Rock and Ice,"-40,526,379,133,431,600","65,330,672,184,795,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
357,Rock and Ice,"-30,972,717,395,475,800","78,922,425,069,599,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
358,Rock and Ice,"-25,923,568,157,586,100","77,594,909,983,578,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
359,Rock and Ice,"-27,185,085,475,112,900","74,699,989,984,634,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
360,Rock and Ice,"-43,049,027,804,111,300","73,551,464,525,911,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
361,Rock and Ice,"-34,209,133,770,810,100","72,270,415,226,205,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
362,Rock and Ice,"-44,128,792,573,974,300","67,160,435,001,765,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
363,Rock and Ice,"-65,204,913,838,759,600","78,647,329,996,117,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
364,Rock and Ice,"-40,846,181,703,809,000","64,107,711,932,066,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
365,Rock and Ice,"-29,835,794,411,106,900","80,255,890,909,123,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
366,Rock and Ice,"-43,800,138,161,346,100","66,121,356,489,862,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
367,Rock and Ice,"-34,403,405,678,802,200","76,051,607,221,289,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
