id,ECO_NAME,feature_x,feature_y,BIOME ID,Carbon Storage Trees - kg per Tree,Carbon Storage Rooftops - kg per m2^2,Oxygen Trees - kg / tree,Oxygen Rooftops - kg / m2,Carbon Dioxide Cars - kg / car,Urban Cooling Trees - Kelvin / tree,Urban Cooling Rooftops - Kelvin / m2^2
470,Northeast Siberian taiga,"159,741,917,069,494,000","68,475,924,672,399,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
471,Northeast Siberian taiga,"135,961,183,691,815,000","65,880,435,640,402,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
472,Northeast Siberian taiga,"159,637,322,468,195,000","67,089,621,772,594,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
473,Northeast Siberian taiga,"153,575,891,821,080,000","62,306,938,585,549,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
474,Northeast Siberian taiga,"131,209,885,769,115,000","68,674,154,203,922,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
475,Northeast Siberian taiga,"152,682,399,797,414,000","66,037,966,134,422,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
476,Northeast Siberian taiga,"153,441,545,831,842,000","69,092,950,308,476,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
477,Northeast Siberian taiga,"127,915,762,025,386,000","68,387,742,041,464,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
478,Northeast Siberian taiga,"138,850,322,536,805,000","61,205,263,002,782,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
479,Northeast Siberian taiga,"158,608,464,378,451,000","65,760,879,981,398,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
480,Northeast Siberian taiga,"133,935,245,495,606,000","66,924,687,547,474,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
481,Northeast Siberian taiga,"133,222,058,625,651,000","67,077,791,387,847,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
482,Northeast Siberian taiga,"145,748,326,284,892,000","67,161,929,473,386,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
483,Northeast Siberian taiga,"140,808,836,555,524,000","61,145,807,257,179,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
484,Northeast Siberian taiga,"160,946,444,285,537,000","65,294,226,699,362,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
485,Northeast Siberian taiga,"151,870,544,044,164,000","63,831,027,341,434,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
486,Northeast Siberian taiga,"153,270,600,090,967,000","65,121,377,999,835,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
487,Cherskii-Kolyma mountain tundra,"139,196,263,764,516,000","69,223,022,761,248,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
488,Middle Arctic tundra,"-73,490,581,044,017,400","61,872,070,851,829,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
489,Beringia upland tundra,"-159,852,758,112,539,000","60,095,551,186,050,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
490,Carpathian montane forests,"22,554,847,785,220,100","49,900,070,327,772,700",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
491,Appalachian mixed mesophytic forests,"-85,392,571,173,158,000","35,046,632,541,790,500",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
492,Appalachian mixed mesophytic forests,"-81,424,435,675,655,400","38,428,431,493,937,400",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
493,Tarim Basin deciduous forests and steppe,"82,582,036,391,886,500","40,570,696,158,533,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
494,Eastern forest-boreal transition,"-77,446,228,548,882,900","45,255,484,836,498,400",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
495,Eastern forest-boreal transition,"-81,346,702,044,595,800","47,495,429,578,311,100",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
496,Eastern forest-boreal transition,"-76,016,715,109,153,600","48,053,153,508,481,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
497,Eastern forest-boreal transition,"-79,402,343,229,257,400","47,873,824,674,302,600",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
498,Southern Great Lakes forests,"-83,752,336,230,956,600","44,030,913,907,748,800",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
499,Southern Great Lakes forests,"-83,637,991,056,214,500","43,565,204,306,992,000",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
500,Southern Great Lakes forests,"-85,422,548,504,302,900","44,117,814,557,596,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
501,Central Asian southern desert,"65,425,565,580,241,000","39,538,790,891,338,200",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
502,Central Asian southern desert,"64,757,532,770,963,000","38,571,698,012,285,500",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
503,Elburz Range forest steppe,"50,613,758,553,473,000","36,285,344,138,282,400",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
504,Northwestern thorn scrub forests,"71,388,616,307,873,600","21,630,152,802,718,000",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
505,Northwestern thorn scrub forests,"75,892,756,077,834,100","28,061,293,168,368,000",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
506,Northwestern thorn scrub forests,"71,658,160,395,516,600","24,518,758,582,933,500",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
507,Northwestern thorn scrub forests,"71,266,143,031,705,200","22,936,997,732,507,000",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
508,South Iran Nubo-Sindian desert and semi-desert,"55,599,243,224,994,500","27,048,024,339,337,700",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
509,South Iran Nubo-Sindian desert and semi-desert,"59,606,067,924,315,700","27,582,706,737,151,900",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
510,South Iran Nubo-Sindian desert and semi-desert,"59,138,845,453,346,100","25,427,490,816,091,400",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
511,Edwards Plateau savanna,"-99,863,540,164,752,900","29,393,999,361,181,600",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
512,Low Arctic tundra,"-113,695,393,121,388,000","67,178,272,421,327,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
513,Low Arctic tundra,"-106,843,658,109,134,000","66,935,847,809,309,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
514,Low Arctic tundra,"-100,721,274,523,191,000","63,959,374,661,489,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
515,Low Arctic tundra,"-102,638,028,793,255,000","66,524,126,333,423,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
516,Low Arctic tundra,"-122,383,425,201,288,000","66,998,070,388,137,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
517,Low Arctic tundra,"-98,691,230,686,454,400","65,537,151,371,794,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
518,Low Arctic tundra,"-129,525,131,722,653,000","68,580,275,064,024,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
519,Low Arctic tundra,"-120,262,722,789,264,000","68,685,739,774,424,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
520,Low Arctic tundra,"-114,407,758,257,497,000","66,931,862,310,683,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
521,Low Arctic tundra,"-94,927,312,401,823,900","61,423,722,674,940,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
522,Low Arctic tundra,"-103,039,423,366,743,000","66,695,561,143,077,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
523,Low Arctic tundra,"-99,495,135,920,485,300","66,615,283,567,145,300",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
524,Brooks-British Range tundra,"-154,456,700,443,727,000","67,297,821,384,798,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
525,Brooks-British Range tundra,"-153,199,931,475,215,000","67,524,813,397,135,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
526,Brooks-British Range tundra,"-158,866,944,779,170,000","67,704,528,625,977,700",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
527,Northwest Territories taiga,"-124,917,807,675,871,000","61,057,258,833,689,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
528,Northwest Territories taiga,"-128,352,198,643,458,000","66,691,174,247,980,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
529,Northwest Territories taiga,"-135,127,754,309,890,000","66,775,090,602,117,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
530,Northwest Territories taiga,"-132,110,192,779,129,000","67,261,481,275,302,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
531,Northwest Territories taiga,"-127,284,038,156,617,000","65,954,316,226,970,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
532,Northwest Territories taiga,"-125,242,194,014,443,000","63,436,697,897,537,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
533,Northwest Territories taiga,"-120,446,366,641,594,000","63,094,217,032,281,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
534,Cherskii-Kolyma mountain tundra,"135,831,616,381,684,000","68,187,744,507,778,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
535,Davis Highlands tundra,"-68,534,060,071,905,800","68,386,136,317,707,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
536,Interior Alaska-Yukon lowland taiga,"-143,290,636,003,566,000","67,460,520,879,667,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
537,Interior Alaska-Yukon lowland taiga,"-157,031,750,428,615,000","62,445,483,666,701,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
538,Interior Alaska-Yukon lowland taiga,"-148,707,187,445,856,000","64,543,099,519,195,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
539,Interior Alaska-Yukon lowland taiga,"-140,559,056,242,228,000","67,761,561,901,188,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
540,Interior Alaska-Yukon lowland taiga,"-153,217,507,196,617,000","64,578,017,910,983,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
541,Interior Alaska-Yukon lowland taiga,"-147,833,005,872,572,000","66,690,029,383,832,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
542,Interior Alaska-Yukon lowland taiga,"-153,478,767,604,271,000","63,253,656,010,670,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
543,Interior Alaska-Yukon lowland taiga,"-143,258,959,551,898,000","67,236,509,485,818,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
544,Interior Yukon-Alaska alpine tundra,"-144,330,240,898,608,000","67,852,526,152,530,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
545,Kalaallit Nunaat low arctic tundra,"-53,044,353,037,351,400","68,043,324,239,904,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
546,West Siberian taiga,"80,100,507,211,475,800","57,484,130,415,119,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
547,West Siberian taiga,"92,666,345,315,927,700","56,510,944,677,237,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
548,West Siberian taiga,"80,209,055,587,716,900","58,341,107,160,195,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
549,West Siberian taiga,"77,482,454,343,852,200","58,060,134,068,720,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
550,West Siberian taiga,"66,872,083,912,815,800","59,103,731,784,139,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
551,West Siberian taiga,"81,848,560,848,966,700","59,129,847,193,369,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
552,West Siberian taiga,"71,342,808,225,710,700","61,380,294,995,429,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
553,West Siberian taiga,"62,682,730,364,236,900","65,610,707,561,454,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
554,West Siberian taiga,"81,487,394,656,768,300","64,402,844,708,712,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
555,West Siberian taiga,"84,820,493,255,083,700","61,710,242,829,265,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
556,West Siberian taiga,"61,759,371,293,244,200","56,839,523,871,656,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
557,West Siberian taiga,"70,234,411,752,661,100","62,981,864,654,029,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
558,West Siberian taiga,"62,066,932,517,250,600","63,761,120,321,340,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
559,West Siberian taiga,"77,478,078,825,742,600","58,879,705,581,629,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
560,West Siberian taiga,"81,102,067,294,127,400","62,186,830,029,778,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
561,West Siberian taiga,"83,810,843,186,449,100","57,918,348,383,429,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
562,West Siberian taiga,"76,805,664,043,165,600","60,609,323,268,533,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
563,West Siberian taiga,"84,034,862,455,020,900","63,294,984,172,849,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
564,West Siberian taiga,"88,795,238,005,923,800","58,334,822,759,165,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
565,West Siberian taiga,"66,963,789,215,140,900","61,553,938,212,759,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
566,West Siberian taiga,"68,541,997,235,052,300","65,091,194,652,155,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
567,West Siberian taiga,"69,527,299,923,233,400","58,971,009,089,872,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
568,West Siberian taiga,"80,390,176,987,587,900","65,019,182,289,550,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
569,West Siberian taiga,"77,568,196,112,961,400","62,928,075,931,796,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
570,West Siberian taiga,"72,761,445,688,988,100","59,417,744,653,161,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
571,West Siberian taiga,"86,124,410,900,010,900","58,447,114,105,978,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
572,West Siberian taiga,"68,181,608,434,893,900","63,089,799,362,528,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
573,West Siberian taiga,"86,704,285,922,760,100","61,624,321,951,333,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
574,Ural montane forests and tundra,"57,231,786,058,341,700","60,698,005,282,356,000",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
575,Ural montane forests and tundra,"58,967,982,475,953,200","59,777,077,605,982,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
576,Ural montane forests and tundra,"56,427,154,557,105,600","61,095,938,048,622,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
577,Eastern Canadian Shield taiga,"-66,771,793,474,086,100","55,760,121,219,898,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
578,Eastern Canadian Shield taiga,"-63,274,245,529,757,700","57,127,443,748,114,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
579,Eastern Canadian Shield taiga,"-74,229,296,667,326,400","57,744,000,820,255,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
580,Eastern Canadian Shield taiga,"-72,662,951,712,865,500","56,921,589,716,950,600",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
581,Eastern Canadian Shield taiga,"-60,877,714,239,704,700","52,417,074,680,416,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
582,Eastern Canadian Shield taiga,"-76,019,558,877,796,700","55,424,183,358,094,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
583,Eastern Canadian Shield taiga,"-73,836,993,499,930,800","53,863,694,473,909,200",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
584,Eastern Canadian Shield taiga,"-70,811,761,105,237,700","53,867,456,381,469,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
585,Eastern Canadian Shield taiga,"-61,550,249,104,801,300","52,413,076,917,084,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
586,Eastern Canadian Shield taiga,"-74,973,041,454,297,700","54,337,073,767,101,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
587,Eastern Canadian Shield taiga,"-69,265,682,441,763,200","53,927,782,889,755,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
588,Celtic broadleaf forests,"-10,049,003,737,555,900","53,481,026,617,543,200",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
589,Cherskii-Kolyma mountain tundra,"167,241,056,827,014,000","66,392,032,416,871,300",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
590,Cherskii-Kolyma mountain tundra,"156,510,519,166,211,000","61,853,957,741,513,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
591,Bering tundra,"165,434,007,164,504,000","60,519,785,512,301,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
592,Bering tundra,"171,138,529,308,387,000","61,816,095,342,439,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
593,Bering tundra,"175,819,478,754,206,000","64,056,550,575,848,100",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
594,Bering tundra,"171,447,088,520,505,000","63,847,873,034,964,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
595,Bering tundra,"167,127,765,660,300,000","64,509,496,766,298,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
596,Bering tundra,"174,022,495,776,502,000","65,562,347,670,247,400",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
597,Bering tundra,"177,758,475,069,363,000","62,836,884,109,413,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
598,Bering tundra,"178,102,736,668,144,000","62,943,795,241,953,600",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
599,Bering tundra,"167,055,849,189,247,000","65,417,353,414,130,900",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
600,Cherskii-Kolyma mountain tundra,"149,130,855,114,735,000","64,817,143,945,598,300",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
601,Lake,"-120,920,567,405,081,000","65,684,960,045,479,700",98,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
602,Northern Canadian Shield taiga,"-98,241,923,603,851,200","62,645,737,336,371,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
603,Northern Canadian Shield taiga,"-111,303,524,773,658,000","61,140,036,614,656,900",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
604,Northern Canadian Shield taiga,"-108,681,600,653,441,000","60,821,918,307,954,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
605,Northern Canadian Shield taiga,"-97,749,631,850,206,400","58,454,458,782,597,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
606,Northern Canadian Shield taiga,"-107,781,901,283,199,000","59,465,266,163,914,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
607,Northern Canadian Shield taiga,"-111,092,730,232,869,000","59,113,029,347,668,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
608,Northern Canadian Shield taiga,"-104,811,045,524,687,000","60,870,316,524,136,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
609,Northern Canadian Shield taiga,"-96,706,551,248,716,300","61,022,501,416,631,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
610,Northern Canadian Shield taiga,"-108,681,380,854,208,000","62,479,628,108,824,400",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
611,Northern Canadian Shield taiga,"-103,327,599,353,984,000","62,604,336,004,800,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
612,Ogilvie-MacKenzie alpine tundra,"-129,750,760,118,428,000","65,310,180,801,412,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
613,Ogilvie-MacKenzie alpine tundra,"-137,642,497,110,993,000","64,718,873,871,115,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
614,Ogilvie-MacKenzie alpine tundra,"-127,399,601,892,530,000","64,729,801,641,659,800",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
615,Ogilvie-MacKenzie alpine tundra,"-128,430,521,179,819,000","64,650,387,825,658,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
616,Iceland boreal birch forests and alpine tundra,"-17,481,990,530,559,500","65,554,973,290,982,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
617,Iceland boreal birch forests and alpine tundra,"-15,465,322,172,637,300","65,091,455,847,305,300",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
618,Muskwa-Slave Lake forests,"-114,658,343,674,879,000","59,189,434,862,822,800",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
619,Muskwa-Slave Lake forests,"-120,794,955,831,836,000","60,876,769,182,163,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
620,Muskwa-Slave Lake forests,"-121,034,691,202,087,000","59,802,758,635,207,700",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
621,Muskwa-Slave Lake forests,"-118,319,257,118,794,000","58,639,814,120,786,500",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
622,Interior Yukon-Alaska alpine tundra,"-144,107,690,821,189,000","65,042,359,094,474,700",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
623,Interior Yukon-Alaska alpine tundra,"-146,680,397,007,996,000","65,034,237,532,749,200",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
624,Interior Yukon-Alaska alpine tundra,"-137,652,307,503,417,000","60,528,307,881,700,300",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
625,Kalaallit Nunaat low arctic tundra,"-51,655,111,777,956,000","64,843,974,411,449,000",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
626,Manchurian mixed forests,"126,702,758,985,235,000","52,249,032,807,792,600",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
627,Manchurian mixed forests,"126,869,231,508,501,000","49,407,980,192,867,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
628,Manchurian mixed forests,"126,282,617,922,570,000","51,767,289,281,447,100",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
629,Dinaric Mountains mixed forests,"17,879,856,272,684,400","43,590,184,882,619,600",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
630,Eastern Gobi desert steppe,"112,004,891,440,801,000","43,384,273,673,497,100",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
631,Eastern Gobi desert steppe,"106,040,355,255,420,000","46,058,764,100,046,100",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
632,Eastern Gobi desert steppe,"103,374,066,627,349,000","40,590,833,540,924,800",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
633,Blue Mountains forests,"-119,478,526,526,821,000","44,186,465,014,612,700",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
634,Central tall grasslands,"-92,021,562,425,703,000","41,390,927,094,000,800",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
635,Central tall grasslands,"-91,409,997,957,568,700","42,037,037,561,220,300",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
636,Central tall grasslands,"-95,548,267,024,470,900","42,226,096,125,981,800",8,0.1,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
637,Cape York Peninsula tropical savanna,"142,416,005,932,455,000","-11,767,694,167,818,500",7,1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
638,Eastern Canadian forests,"-55,253,263,137,658,600","46,965,658,617,115,100",6,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
639,Western Great Lakes forests,"-90,336,591,244,907,800","46,266,196,309,207,600",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
640,Western Great Lakes forests,"-93,921,060,636,212,600","46,117,341,117,633,100",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
641,Western Great Lakes forests,"-88,582,828,653,809,500","45,740,229,750,660,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
642,Altai montane forest and forest steppe,"89,831,507,130,873,800","49,504,281,680,998,600",5,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
643,Central Asian northern desert,"67,622,866,314,080,400","45,034,990,159,125,000",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
644,Central Asian northern desert,"76,290,968,160,660,200","43,455,273,746,347,900",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
645,Central Asian northern desert,"65,668,956,149,367,500","46,125,011,090,518,300",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
646,Central Asian northern desert,"70,663,439,829,256,500","45,908,462,692,389,000",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
647,Upper Midwest forest-savanna transition,"-89,644,697,444,756,300","44,283,774,510,309,100",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
648,Upper Midwest forest-savanna transition,"-92,023,731,590,603,800","44,276,672,458,182,700",4,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
649,Snake-Columbia shrub steppe,"-120,579,389,669,951,000","46,817,507,210,602,400",13,0.3,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
650,Alaska-St. Elias Range tundra,"-145,828,611,408,142,000","62,802,810,551,089,500",11,0.2,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
